,Plate Details,,,,,,,Vehicle Location Configuration,,,,,,Rental Duration Configuration,,Delivery (Non-Airport) Configuration,,,Airport Delivery Configuration,,Multi-day Discount Configuration,,,Mileage Configuration,,,,
Vin(*),Licence plate,Registered State,Image,Price(Default*),Listing Description,Seating Capacity,Color,Address1,Address2,City,State,Country,Zip,Minimum days ,Maximum days,Delivery(yes or no),Delivery Radius,Non-Airport Delivery cost,Airport Delivery(yes oe no),Airport Delivery cost,3 day discount,7 day discount,30 day discount,Mileage Limit,Extra Miles cost,GuestInstructionsAndGuideLines,Vehicle Activation Date(mm-dd-yyyy),Activate (yes or no)
